imageIndex,typ,errText,errorClassCombined,errorClassText,is_good,is_PseudoFehler
1600,ELLIPSE,Pin,good,PseudoFehler,1,1
1601,ELLIPSE,no solder,good,PseudoFehler,1,1
1602,ELLIPSE,no solder,good,PseudoFehler,1,1
1603,ELLIPSE,Pin,good,PseudoFehler,1,1
1604,ELLIPSE,no solder,good,PseudoFehler,1,1
1605,ELLIPSE,no solder,good,PseudoFehler,1,1
1606,ELLIPSE,no solder,good,PseudoFehler,1,1
1607,ELLIPSE,no solder,good,PseudoFehler,1,1
1608,RECT,Perle,good,PseudoFehler,1,1
1609,ELLIPSE,no solder,good,PseudoFehler,1,1
1610,ELLIPSE,Pin,good,PseudoFehler,1,1
1611,RECT,Perle,good,PseudoFehler,1,1
1612,ELLIPSE,Pin,good,PseudoFehler,1,1
1613,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
1614,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1615,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1616,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1617,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1618,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
1619,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
1620,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1621,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1622,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1623,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1624,ELLIPSE,Klemmträger verlötet,good,PseudoFehler,1,1
1625,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
1626,ELLIPSE,Lötung,good,PseudoFehler,1,1
1627,ELLIPSE,Pin,good,PseudoFehler,1,1
1628,ELLIPSE,Pin,good,PseudoFehler,1,1
1629,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1630,ELLIPSE,Pin,good,PseudoFehler,1,1
1631,ELLIPSE,Pin,good,PseudoFehler,1,1
1632,ELLIPSE,Pin,good,PseudoFehler,1,1
1633,ELLIPSE,Pin,good,PseudoFehler,1,1
1634,ELLIPSE,Lötung,good,PseudoFehler,1,1
1635,ELLIPSE,Pin,good,PseudoFehler,1,1
1636,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1637,ELLIPSE,Pin,good,PseudoFehler,1,1
1638,ELLIPSE,Pin,good,PseudoFehler,1,1
1639,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1640,ELLIPSE,Pin,good,PseudoFehler,1,1
1641,ELLIPSE,Pin,good,PseudoFehler,1,1
1642,ELLIPSE,Pin,good,PseudoFehler,1,1
1643,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1644,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1645,ELLIPSE,Pin,good,PseudoFehler,1,1
1646,RECT,Lotperle,good,PseudoFehler,1,1
1647,RECT,Lotperle,good,PseudoFehler,1,1
1648,RECT,Lotperle,good,PseudoFehler,1,1
1649,RECT,Lotperle,good,PseudoFehler,1,1
1650,RECT,Lotperle,good,PseudoFehler,1,1
1651,RECT,Lotperle,good,PseudoFehler,1,1
1652,RECT,Lotperle,good,PseudoFehler,1,1
1653,ELLIPSE,Lötung,good,PseudoFehler,1,1
1654,ELLIPSE,Lötung,good,PseudoFehler,1,1
1655,ELLIPSE,Pin,good,PseudoFehler,1,1
1656,ELLIPSE,Pin,good,PseudoFehler,1,1
1657,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1658,ELLIPSE,Pin,good,PseudoFehler,1,1
1659,ELLIPSE,Pin,good,PseudoFehler,1,1
1660,ELLIPSE,Pin,good,PseudoFehler,1,1
1661,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1662,ELLIPSE,Pin,good,PseudoFehler,1,1
1663,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1664,ELLIPSE,Pin,good,PseudoFehler,1,1
1665,ELLIPSE,Pin,good,PseudoFehler,1,1
1666,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1667,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1668,ELLIPSE,Pin,good,PseudoFehler,1,1
1669,ELLIPSE,Pin,good,PseudoFehler,1,1
1670,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1671,ELLIPSE,Pin,good,PseudoFehler,1,1
1672,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1673,ELLIPSE,Pin,good,PseudoFehler,1,1
1674,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1675,ELLIPSE,Lötung,good,PseudoFehler,1,1
1676,ELLIPSE,Lötung,good,PseudoFehler,1,1
1677,ELLIPSE,Pin,good,PseudoFehler,1,1
1678,ELLIPSE,Lötung,good,PseudoFehler,1,1
1679,ELLIPSE,Lötung,good,PseudoFehler,1,1
1680,ELLIPSE,Lötung,good,PseudoFehler,1,1
1681,ELLIPSE,Pin,good,PseudoFehler,1,1
1682,ELLIPSE,Lötung,good,PseudoFehler,1,1
1683,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1684,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1685,ELLIPSE,Pin,good,PseudoFehler,1,1
1686,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1687,ELLIPSE,Pin,good,PseudoFehler,1,1
1688,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1689,ELLIPSE,Pin,good,PseudoFehler,1,1
1690,ELLIPSE,Pin,good,PseudoFehler,1,1
1691,ELLIPSE,Lötung,good,PseudoFehler,1,1
1692,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1693,ELLIPSE,Pin,good,PseudoFehler,1,1
1694,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1695,ELLIPSE,Pin,good,PseudoFehler,1,1
1696,ELLIPSE,Pin,good,PseudoFehler,1,1
1697,ELLIPSE,Pin,good,PseudoFehler,1,1
1698,ELLIPSE,Pin,good,PseudoFehler,1,1
1699,ELLIPSE,Pin,good,PseudoFehler,1,1
1700,ELLIPSE,Lötung,good,PseudoFehler,1,1
1701,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1702,ELLIPSE,Pin,good,PseudoFehler,1,1
1703,ELLIPSE,Lötung,good,PseudoFehler,1,1
1704,ELLIPSE,Lötung,good,PseudoFehler,1,1
1705,ELLIPSE,Pin,good,PseudoFehler,1,1
1706,ELLIPSE,Pin,good,PseudoFehler,1,1
1707,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1708,ELLIPSE,Pin,good,PseudoFehler,1,1
1709,ELLIPSE,Pin,good,PseudoFehler,1,1
1710,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1711,ELLIPSE,Pin,good,PseudoFehler,1,1
1712,ELLIPSE,Pin,good,PseudoFehler,1,1
1713,ELLIPSE,Lötung,good,PseudoFehler,1,1
1714,ELLIPSE,Pin,good,PseudoFehler,1,1
1715,ELLIPSE,Pin,good,PseudoFehler,1,1
1716,ELLIPSE,Pin,good,PseudoFehler,1,1
1717,ELLIPSE,Pin,good,PseudoFehler,1,1
1718,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1719,ELLIPSE,Pin,good,PseudoFehler,1,1
1720,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1721,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1722,ELLIPSE,Lötung,good,PseudoFehler,1,1
1723,ELLIPSE,Pin,good,PseudoFehler,1,1
1724,ELLIPSE,Pin,good,PseudoFehler,1,1
1725,ELLIPSE,Pin,good,PseudoFehler,1,1
1726,ELLIPSE,Pin,good,PseudoFehler,1,1
1727,ELLIPSE,Pin,good,PseudoFehler,1,1
1728,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1729,ELLIPSE,Pin,good,PseudoFehler,1,1
1730,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1731,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1732,ELLIPSE,Lötung,good,PseudoFehler,1,1
1733,ELLIPSE,Lötung,good,PseudoFehler,1,1
1734,ELLIPSE,Pin,good,PseudoFehler,1,1
1735,ELLIPSE,Pin,good,PseudoFehler,1,1
1736,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1737,ELLIPSE,Pin,good,PseudoFehler,1,1
1738,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1739,ELLIPSE,Pin,good,PseudoFehler,1,1
1740,ELLIPSE,Pin,good,PseudoFehler,1,1
1741,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1742,ELLIPSE,Pin,good,PseudoFehler,1,1
1743,RECT,Lotperle,good,PseudoFehler,1,1
1744,RECT,Lotperle,good,PseudoFehler,1,1
1745,RECT,Lotperle,good,PseudoFehler,1,1
1746,RECT,Lotperle,good,PseudoFehler,1,1
1747,ELLIPSE,Pin,good,PseudoFehler,1,1
1748,ELLIPSE,Pin,good,PseudoFehler,1,1
1749,ELLIPSE,Lötung,good,PseudoFehler,1,1
1750,ELLIPSE,Lötung,good,PseudoFehler,1,1
1751,ELLIPSE,Lötung,good,PseudoFehler,1,1
1752,ELLIPSE,Lötung,good,PseudoFehler,1,1
1753,ELLIPSE,Lötung,good,PseudoFehler,1,1
1754,ELLIPSE,Lötung,good,PseudoFehler,1,1
1755,ELLIPSE,Lötung,good,PseudoFehler,1,1
1756,ELLIPSE,Lötung,good,PseudoFehler,1,1
1757,ELLIPSE,Lötung,good,PseudoFehler,1,1
1758,ELLIPSE,Lötung,good,PseudoFehler,1,1
1759,ELLIPSE,Lötung,good,PseudoFehler,1,1
1760,ELLIPSE,Lötung,good,PseudoFehler,1,1
1761,ELLIPSE,Lötung,good,PseudoFehler,1,1
1762,ELLIPSE,Lötung,good,PseudoFehler,1,1
1763,ELLIPSE,Lötung,good,PseudoFehler,1,1
1764,ELLIPSE,Lötung,good,PseudoFehler,1,1
1765,ELLIPSE,Lötung,good,PseudoFehler,1,1
1766,ELLIPSE,Lötung,good,PseudoFehler,1,1
1767,ELLIPSE,Lötung,good,PseudoFehler,1,1
1768,ELLIPSE,Lötung,good,PseudoFehler,1,1
1769,ELLIPSE,Pin,good,PseudoFehler,1,1
1770,ELLIPSE,Pin,good,PseudoFehler,1,1
1771,ELLIPSE,Pin,good,PseudoFehler,1,1
1772,ELLIPSE,Pin,good,PseudoFehler,1,1
1773,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
1774,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
1775,ELLIPSE,Pin,good,PseudoFehler,1,1
1776,ELLIPSE,Pin,good,PseudoFehler,1,1
1777,ELLIPSE,Pin,good,PseudoFehler,1,1
1778,ELLIPSE,Pin,good,PseudoFehler,1,1
1779,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1780,ELLIPSE,Pin,good,PseudoFehler,1,1
1781,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1782,ELLIPSE,Pin,good,PseudoFehler,1,1
1783,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1784,ELLIPSE,Pin,good,PseudoFehler,1,1
1785,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1786,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
1787,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1788,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1789,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1790,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1791,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1792,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1793,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1794,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1795,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1796,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1797,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1798,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1799,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1800,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1801,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1802,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1803,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1804,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1805,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1806,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1807,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1808,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1809,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1810,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1811,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1812,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1813,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1814,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1815,ELLIPSE,Lötung,good,PseudoFehler,1,1
1816,ELLIPSE,Lötung,good,PseudoFehler,1,1
1817,ELLIPSE,Lötung,good,PseudoFehler,1,1
1818,ELLIPSE,Lötung,good,PseudoFehler,1,1
1819,ELLIPSE,Lötung,good,PseudoFehler,1,1
1820,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1821,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1822,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1823,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1824,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1825,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1826,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1827,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1828,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1829,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1830,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1831,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1832,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1833,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1834,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1835,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1836,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1837,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1838,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1839,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1840,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1841,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1842,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1843,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1844,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1845,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1846,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1847,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1848,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1849,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1850,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1851,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1852,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1853,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1854,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1855,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1856,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1857,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1858,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1859,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1860,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1861,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1862,ELLIPSE,Lötung,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1863,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1864,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1865,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1866,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1867,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
1868,ELLIPSE,Lötung,good,PseudoFehler,1,1
1869,ELLIPSE,Lötung,good,PseudoFehler,1,1
1870,ELLIPSE,Lötung,good,PseudoFehler,1,1
1871,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1872,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1873,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1874,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1875,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1876,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1877,ELLIPSE,Pin,THT Loetstelle offen,THT Loetstelle offen,0,0
1878,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1879,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1880,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1881,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1882,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1883,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1884,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1885,ELLIPSE,Lötung,good,PseudoFehler,1,1
1886,ELLIPSE,Lötung,good,PseudoFehler,1,1
1887,ELLIPSE,Lötung,good,PseudoFehler,1,1
1888,ELLIPSE,Lötung,good,PseudoFehler,1,1
1889,ELLIPSE,Lötung,good,PseudoFehler,1,1
1890,ELLIPSE,Lötung,good,PseudoFehler,1,1
1891,ELLIPSE,Lötung,good,PseudoFehler,1,1
1892,ELLIPSE,Lötung,good,PseudoFehler,1,1
1893,ELLIPSE,Lötung,good,PseudoFehler,1,1
1894,ELLIPSE,Lötung,good,PseudoFehler,1,1
1895,ELLIPSE,Lötung,good,PseudoFehler,1,1
1896,ELLIPSE,Lötung,good,PseudoFehler,1,1
1897,ELLIPSE,Lötung,good,PseudoFehler,1,1
1898,ELLIPSE,Lötung,good,PseudoFehler,1,1
1899,ELLIPSE,Lötung,good,PseudoFehler,1,1
1900,ELLIPSE,Lötung,good,PseudoFehler,1,1
1901,ELLIPSE,Lötung,good,PseudoFehler,1,1
1902,ELLIPSE,Lötung,good,PseudoFehler,1,1
1903,ELLIPSE,Lötung,good,PseudoFehler,1,1
1904,ELLIPSE,Lötung,good,PseudoFehler,1,1
1905,ELLIPSE,Lötung,good,PseudoFehler,1,1
1906,ELLIPSE,Lötung,good,PseudoFehler,1,1
1907,ELLIPSE,Lötung,good,PseudoFehler,1,1
1908,ELLIPSE,Lötung,good,PseudoFehler,1,1
1909,ELLIPSE,Lötung,good,PseudoFehler,1,1
1910,ELLIPSE,Lötung,good,PseudoFehler,1,1
1911,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1912,ELLIPSE,Pin,good,PseudoFehler,1,1
1913,ELLIPSE,Lötung,good,PseudoFehler,1,1
1914,ELLIPSE,Lötung,good,PseudoFehler,1,1
1915,ELLIPSE,Klemmträger verlötet,good,PseudoFehler,1,1
1916,ELLIPSE,Lötung,good,PseudoFehler,1,1
1917,ELLIPSE,Pin,good,PseudoFehler,1,1
1918,ELLIPSE,Pin,good,PseudoFehler,1,1
1919,ELLIPSE,Pin,good,PseudoFehler,1,1
1920,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
1921,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
1922,ELLIPSE,Pin,good,PseudoFehler,1,1
1923,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1924,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1925,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1926,ELLIPSE,Pin,good,PseudoFehler,1,1
1927,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1928,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1929,ELLIPSE,Pin,good,PseudoFehler,1,1
1930,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1931,ELLIPSE,Pin,good,PseudoFehler,1,1
1932,ELLIPSE,Lötung,good,PseudoFehler,1,1
1933,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
1934,ELLIPSE,Pin,good,PseudoFehler,1,1
1935,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1936,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
1937,ELLIPSE,Meniskus,THT Loetbruecke,THT Loetbruecke,0,0
1938,ELLIPSE,Meniskus,THT Loetbruecke,THT Loetbruecke,0,0
1939,ELLIPSE,Meniskus,THT Loetbruecke,THT Loetbruecke,0,0
1940,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
1941,ELLIPSE,Meniskus,THT Loetbruecke,THT Loetbruecke,0,0
1942,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1943,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
1944,ELLIPSE,Lötung,THT Loetbruecke,THT Loetbruecke,0,0
1945,ELLIPSE,Lötung,THT Loetbruecke,THT Loetbruecke,0,0
1946,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
1947,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1948,ELLIPSE,Meniskus,THT Loetbruecke,THT Loetbruecke,0,0
1949,ELLIPSE,Meniskus,THT Loetbruecke,THT Loetbruecke,0,0
1950,ELLIPSE,Lötung,THT Loetbruecke,THT Loetbruecke,0,0
1951,ELLIPSE,Lötung,good,PseudoFehler,1,1
1952,ELLIPSE,Lötung,good,PseudoFehler,1,1
1953,RECT,Lotperle,good,PseudoFehler,1,1
1954,RECT,Lotperle,good,PseudoFehler,1,1
1955,RECT,Lotperle,THT Lotkugeln,THT Lotkugeln,0,0
1956,RECT,Lotperle,THT Lotkugeln,THT Lotkugeln,0,0
1957,RECT,Lotperle,THT Loetstelle offen,THT Loetstelle offen,0,0
1958,RECT,Lotperle,THT Loetstelle offen,THT Loetstelle offen,0,0
1959,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
1960,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
1961,ELLIPSE,Pin,good,PseudoFehler,1,1
1962,ELLIPSE,Pin,good,PseudoFehler,1,1
1963,ELLIPSE,Pin,good,PseudoFehler,1,1
1964,ELLIPSE,Pin,good,PseudoFehler,1,1
1965,ELLIPSE,Pin,good,PseudoFehler,1,1
1966,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
1967,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1968,ELLIPSE,Pin,good,PseudoFehler,1,1
1969,ELLIPSE,Lötung,good,PseudoFehler,1,1
1970,RECT,Lotperle,good,PseudoFehler,1,1
1971,ELLIPSE,Lötung,good,PseudoFehler,1,1
1972,ELLIPSE,Lötung,good,PseudoFehler,1,1
1973,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1974,ELLIPSE,Lötung,good,PseudoFehler,1,1
1975,RECT,Lotperle,THT Lotkugeln,THT Lotkugeln,0,0
1976,RECT,Lotperle,THT Lotkugeln,THT Lotkugeln,0,0
1977,RECT,Lotperle,good,PseudoFehler,1,1
1978,RECT,Lotperle,good,PseudoFehler,1,1
1979,RECT,Lotperle,good,PseudoFehler,1,1
1980,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1981,RECT,Lotperle,good,PseudoFehler,1,1
1982,RECT,Lotperle,good,PseudoFehler,1,1
1983,RECT,Lotperle,THT Lotkugeln,THT Lotkugeln,0,0
1984,RECT,Lotperle,THT Lotkugeln,THT Lotkugeln,0,0
1985,ELLIPSE,Lötung,good,PseudoFehler,1,1
1986,ELLIPSE,Lötung,good,PseudoFehler,1,1
1987,ELLIPSE,Lötung,good,PseudoFehler,1,1
1988,ELLIPSE,Lötung,good,PseudoFehler,1,1
1989,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1990,ELLIPSE,Meniskus,good,PseudoFehler,1,1
1991,RECT,Lotperle,THT Lotkugeln,THT Lotkugeln,0,0
1992,ELLIPSE,Lötung,good,PseudoFehler,1,1
1993,RECT,Lotperle,THT Lotkugeln,THT Lotkugeln,0,0
1994,RECT,Lotperle,THT Lotkugeln,THT Lotkugeln,0,0
1995,ELLIPSE,Lötung,good,PseudoFehler,1,1
1996,ELLIPSE,Lötung,good,PseudoFehler,1,1
1997,ELLIPSE,Lötung,good,PseudoFehler,1,1
1998,RECT,Lotperle,good,PseudoFehler,1,1
1999,RECT,Lotperle,good,PseudoFehler,1,1
2000,RECT,Lotperle,good,PseudoFehler,1,1
2001,RECT,Lotperle,good,PseudoFehler,1,1
2002,RECT,Lotperle,good,PseudoFehler,1,1
2003,ELLIPSE,Lötung,good,PseudoFehler,1,1
2004,ELLIPSE,Lötung,good,PseudoFehler,1,1
2005,ELLIPSE,Lötung,THT Loetstelle offen,THT Loetstelle offen,0,0
2006,ELLIPSE,Meniskus,THT Loetstelle offen,THT Loetstelle offen,0,0
2007,ELLIPSE,Lötung,good,PseudoFehler,1,1
2008,ELLIPSE,Pin,good,PseudoFehler,1,1
2009,RECT,Lotperle,good,PseudoFehler,1,1
